the_geom,BoroCode,BoroName,BoroCD,CounDist,AssemDist,StSenDist,CongDist,SiteID,BenchID,Category,BenchType,Installati,Address,GeocodeAdd,Street,CrossStree,Borough,ComDist,BusRoute,BID,Latitude,Longitude,FEMAFldz,FEMAFldT,HrcEvac
POINT (-73.95800957548855 40.57828476868499),3,Brooklyn,313,48,45,23,8,3719,169,General,backless 2,07/03/2017,1047 Brighton Beach Avenue,1047 Brighton Beach Avenue,Brighton Beach Avenue,Brighton 11th Street & Brighton 12th Street,Brooklyn,313,B1,Brighton Beach,40.578293,-73.958011,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,1
POINT (-73.86108859010128 40.835181714638495),2,Bronx,209,18,87,32,15,3525,17,Bus Route,backless 2,02/04/2017,1375 Metropolitan Avenue,1375 Metropolitan Avenue,Metropolitan Avenue,Wood Avenue & McGraw Avenue,Bronx,209,BX04,Not Applicable,40.83519,-73.86109,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.82618124675886 40.85204481413775),2,Bronx,228,13,82,34,14,3569,25,Bus Route,backless 2,02/04/2017,Charles J Cimi Plaza,Charles J Cimi Plaza,Bruckner Expressway,Wilkinson Avenue & Westchester Avenue,Bronx,210,Not Applicable,Not Applicable,40.8520448141,-73.8261812468,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.82854061628088 40.582290762907725),4,Queens,414,32,23,15,5,2977,1655,Municipal Facilities,backless,02/02/2015,10640 Rockaway Beach Boulevard,10640 Rockaway Beach Boulevard,Rockaway Beach Boulevard,Beach 107th Street and Beach 108th Street,Queens,414,Q53,Not Applicable,40.582299,-73.828542,X,AREA OF MINIMAL FLOOD HAZARD,1
POINT (-73.7848956196836 40.75787772705761),4,Queens,411,19,26,11,6,2546,944,Municipal Facilities,backed,06/11/2014,196-30 Northern Boulevard,196-30 Northern Boulevard,Northern Boulevard,Francis Lewis Boulevard and 196th Street,Queens,411,Not Applicable,Not Applicable,40.757886,-73.784897,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.83154560960912 40.67957574368895),4,Queens,410,28,31,10,5,3245,1764,Municipal Facilities,backed,05/18/2016,108-10 109th Avenue,108-10 109th Avenue,109th Avenue,108th Street & 109th Street,Queens,410,Not Applicable,Not Applicable,40.679584,-73.831547,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9590936131341 40.70914833683308),3,Brooklyn,301,34,50,18,7,4255,668,Bus Route,backed 2,05/30/2019,225 Havemeyer Street,225 Havemeyer Street,Havemeyter Street,Broadway and S 5th Street,Brooklyn,301,B46,Not Applicable,40.7091483368,-73.9590936131,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97573256696352 40.6158477616219),3,Brooklyn,312,44,48,17,10,1554,406,General,backed,01/15/2013,5902 23rd Avenue,,23rd Avenue,60th Street and 59th Street,Brooklyn,312,Not Applicable,Not Applicable,40.615856,-73.975734,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94678656504678 40.80744372267102),1,Manhattan,110,9,70,30,13,2114,845,Community Health Centers,backed,09/04/2013,119 West 124th Street,119 West 124th Street,West 124th Street,Malcolm X Blvd and 7th Avenue,Manhattan,110,Not Applicable,Not Applicable,40.807452,-73.946788,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.90924757365649 40.84963971334791),2,Bronx,205,14,86,33,15,2099,750,Community Health Centers,backed,08/07/2013,1894 Walton Avenue,1894 Walton Avenue,Walton Avenue,Mount Hope Place and East 177th Street,Bronx,205,Not Applicable,Not Applicable,40.849648,-73.909249,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.00628855198404 40.705351744916705),1,Manhattan,101,1,65,26,10,2035,618,General,backed,08/12/2013,88 Pine Street,88 Pine Street,Water Street,Maiden Lane and Pine Street,Manhattan,101,Not Applicable,Alliance for Downtown New York,40.70536,-74.00629,AE,,1
POINT (-73.95892556929611 40.67556374916965),3,Brooklyn,308,35,57,20,9,2673,1538,General,backless,10/06/2014,528 Prospect Place,528 Prospect Place,Prospect Place,Classon Avenue & Franklin Avenue,Brooklyn,308,Not Applicable,Not Applicable,40.675572,-73.958927,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94173856437597 40.83327171759147),1,Manhattan,112,7,71,31,13,3647,37,Senior Safety,backed,05/06/2017,1970 Amsterdam Avenue,1970 Amsterdam Avenue,Amsterdam Avenue,W. 157th Street & W. 158th Street,Manhattan,112,Not Applicable,Not Applicable,40.83328,-73.94174,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.00065055611665 40.65790575391672),3,Brooklyn,307,38,51,20,7,1606,391,General,backed,01/07/2013,825 Fourth Avenue,825 Fourth Avenue,4th Avenue,29th Street & 30th Street,Brooklyn,307,Not Applicable,Not Applicable,40.657914,-74.000652,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.94782656507667 40.80212772430969),1,Manhattan,110,9,70,30,13,2795,1492,Municipal Facilities,backed,12/08/2014,41 West 117th Street,41 West 117th Street,West 117th Street,5th Avenue & Lenox Avenue,Manhattan,110,Not Applicable,Not Applicable,40.802136,-73.947828,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-74.09755852637677 40.64180976118439),5,Staten Island,501,49,61,23,11,2757,1612,General,backed,08/13/2014,145 Cassidy Place,145 Cassidy Place,Cassidy Place,Linton Avenue & Lafayette Avenue,Staten Island,501,Not Applicable,Not Applicable,40.641818,-74.09756,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93349758134089 40.59674876389108),3,Brooklyn,315,46,41,19,9,2637,1246,Municipal Facilities,backed,07/15/2014,3117 Avenue W,3117 Avenue W,Knapp Street,Avenue W & Whitney Avenue,Brooklyn,315,Not Applicable,Not Applicable,40.596757,-73.933499,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.8406186080741 40.66221974751463),4,Queens,410,32,23,15,8,4228,449,Bus Route,backless,01/31/2019,157-05 Cross Bay Blvd,157-05 Cross Bay Blvd,Cross Bay Blvd,157th Avenue & 158th Avenue,Queens,410,Q52,Not Applicable,40.662228,-73.84062,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,1
POINT (-73.98179356529693 40.6204377607873),3,Brooklyn,312,44,48,17,10,2491,1093,General,backed,06/03/2014,5800 20th Avenue,5800 20th Avenue,20th Avenue,54th Street & 59th Street,Brooklyn,312,Not Applicable,Not Applicable,40.620446,-73.981795,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89028659122866 40.66050174952161),3,Brooklyn,305,42,60,19,8,2744,1535,Municipal Facilities,backed,10/16/2014,580 Hegeman Avenue,580 Hegeman Avenue,Hegeman Avenue,New Jersey Street & Vermont Street,Brooklyn,305,Not Applicable,Not Applicable,40.66051,-73.890288,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.78314562410621 40.69004574037373),4,Queens,412,27,32,14,5,2324,1029,Senior Center,backed,02/10/2014,166-01 Linden Blvd,166-01 Linden Blvd,Linden Blvd,166th & 167th Street,Queens,412,Not Applicable,Not Applicable,40.690054,-73.783147,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.93081157715979 40.683232746742945),3,Brooklyn,303,36,56,25,8,115,43,Bus Route,backless,04/30/2012,500 Macon Street,288 Malcolm X Boulevard,Malcolm X Boulevard,McDonough Street and Macon Street,Brooklyn,303,B46,Not Applicable,40.683241,-73.930813,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96207956826575 40.66265075192175),3,Brooklyn,309,40,43,21,9,3798,446,General,backed 2,01/16/2018,469 Flatbush Avenue,469 Flatbush Avenue,Flatbush Avenue,Empire Blvd & Lefferts Avenue,Brooklyn,309,Not Applicable,Not Applicable,40.662659,-73.962081,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91727357053728 40.86902570977893),1,Manhattan,112,10,72,31,13,2374,785,General,backed,04/18/2014,5030 Broadway,5030 Broadway,Broadway,W 213th & W 214th Street,Manhattan,112,M100,Not Applicable,40.869034,-73.917275,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-74.02551154961832 40.63706475900595),3,Brooklyn,310,43,51,22,10,3629,35,General,backed 2,03/07/2017,6740 3rd Avenue,6740 3rd Avenue,3rd Avenue,Senator Street & 68th Street,Brooklyn,310,B37,Not Applicable,40.637073,-74.025513,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.83210860789174 40.70101374023239),4,Queens,409,29,27,10,5,2295,1105,General,backed,12/09/2013,118-14 Hillside Avenue,118-14 Hillside Avenue,Hillside Avenue,Lefferts Blvd & Babbage Street,Queens,409,Not Applicable,Not Applicable,40.701022,-73.83211,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.980801567355 40.57555776964446),3,Brooklyn,313,47,46,23,8,2222,1065,Bus Route,backless,10/31/2013,1243 Surf Avenue,1243 Surf Avenue,Surf Avenue,Stillwell Avenue and West 12th Street,Brooklyn,313,B36,Not Applicable,40.575566,-73.980803,AE,,1
POINT (-73.91951257237001 40.825919718278804),2,Bronx,204,16,79,32,15,4051,305,Bus Route,backed 2,08/29/2017,265 E 161st Street,265 E 161st Street,E 161st Street,Sherman Ave & Morris Ave,Bronx,204,BX06,Not Applicable,40.825928,-73.919514,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9590936131341 40.70914833683308),3,Brooklyn,301,34,50,18,7,4255,457,Bus Route,backed 2,05/30/2019,225 Havemeyer Street,225 Havemeyer Street,Havemeyter Street,Broadway and S 5th Street,Brooklyn,301,B46,Not Applicable,40.7091483368,-73.9590936131,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9768535562723 40.780813728828264),1,Manhattan,107,6,67,29,10,1831,473,General,backed,03/25/2013,100 West 77th Street,100 West 77th Street,Columbus Avenue,76th Street & 77th Street,Manhattan,107,Not Applicable,Columbus Avenue,40.780822,-73.976855,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99163956198339 40.61074976313608),3,Brooklyn,311,47,49,22,10,3400,2033,Bus Route,backless,11/03/2016,2006 Bay Ridge Parkway,2006 Bay Ridge Parkway,Bay Ridge Parkway,20th Avenue & 21st Avenue,Brooklyn,311,B4,Not Applicable,40.610758,-73.991641,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93757998799579 40.58394633331051),3,Brooklyn,315,48,41,23,8,2388,1022,Senior Center,backed,03/05/2014,3031 Emmons Avenue,3031 Emmons Avenue,Emmons Avenue,Nostrand Avenue & Lake Avenue,Brooklyn,315,Not Applicable,Not Applicable,40.5839463333,-73.937579988,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,1
POINT (-74.08315253245696 40.61625876493338),5,Staten Island,501,49,61,23,11,4006,232,Bus Route,backless 2,05/03/2018,386 Vanderbilt Avenue,386 Vanderbilt Avenue,Vanderbilt Avenue,Roff Street & Irving Place,Staten Island,501,S76,Not Applicable,40.616267,-74.083154,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.00748655149106 40.70492374476891),1,Manhattan,101,1,65,26,10,2032,752,General,backless,08/08/2013,95 Wall Street,95 Wall Street,Gouverneur Street,Front Street and Water Street,Manhattan,101,Not Applicable,Alliance for Downtown New York,40.704932,-74.007488,AE,,1
POINT (-73.82618124675886 40.85204481413775),2,Bronx,228,13,82,34,14,3569,24,Bus Route,backless 2,02/04/2017,Charles J Cimi Plaza,Charles J Cimi Plaza,Bruckner Expressway,Wilkinson Avenue & Westchester Avenue,Bronx,210,Not Applicable,Not Applicable,40.8520448141,-73.8261812468,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.9916325568622 40.6932987471051),3,Brooklyn,302,33,52,26,7,3085,1361,General,backed,06/16/2015,175 Remsen Street,175 Remsen Street,Remsen Street,Clinton Street & Court Street,Brooklyn,302,Not Applicable,Not Applicable,40.693307,-73.991634,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.837322613975 40.58000276346626),4,Queens,414,32,23,15,5,1949,1493,BID,backed,12/02/2014,211 Beach 116th Street,211 Beach 116th Street,Beach 116th Street,Rockaway Beach Blvd & Newport Avenue,Queens,414,Not Applicable,Beach 116th Street Partnership,40.580011,-73.837324,X,AREA OF MINIMAL FLOOD HAZARD,1
POINT (-73.72312063951264 40.761568724598405),4,Queens,411,23,26,11,3,3170,1996,General,backed,09/14/2015,58-20 Little Neck Parkway,58-20 Little Neck Parkway,Little Neck Parkway,58th Avenue & 60th Avenue,Queens,411,Not Applicable,Not Applicable,40.761577,-73.723122,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.86621511392538 40.87786241094203),2,Bronx,212,12,83,36,16,2187,1073,General,backed,10/25/2013,3519 White Plains Road,3519 White Plains Road,E211th Street,White Plains Road & Duncomb Avenue,Bronx,212,BX41,Not Applicable,40.8778624109,-73.8662151139,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9038865725317 40.90767970219312),2,Bronx,208,11,81,34,16,2397,623,General,backed,03/19/2014,5951 Riverdale Avenue,5951 Riverdale Avenue,Riverdale Avenue,W259th & W261st Street,Bronx,208,Not Applicable,Not Applicable,40.907688,-73.903888,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93927056676506 40.81757072046378),1,Manhattan,110,9,70,30,13,2369,962,Senior Center,backed,03/28/2014,120 W 140th Street,120 W 140th Street,W 140th Street,Adam Clayton Powell Jr. Blvd & Lenox Ave,Manhattan,110,Not Applicable,Not Applicable,40.817579,-73.939272,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.75318163904649 40.60298875595709),4,Queens,414,31,23,10,5,2446,1812,Plaza,backed,12/09/2015,10-31 Beach 20th Street,10-31 Beach 20th Street,Plaza,Beach 20th & Beach 21st Street,Queens,414,Not Applicable,Not Applicable,40.602997,-73.753183,X,AREA OF MINIMAL FLOOD HAZARD,1
POINT (-73.97080055813456 40.791700726824104),1,Manhattan,107,6,69,30,10,1972,656,General,backed,07/23/2013,154 West 93rd Street,154 West 93rd Street,West 93rd Street,Amsterdam Avenue & Columbus Avenue,Manhattan,107,Not Applicable,Not Applicable,40.791709,-73.970802,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.01211554953251 40.71682974258797),1,Manhattan,101,1,66,26,10,3341,1641,Municipal Facilities,backed,04/16/2016,199 Chambers Street,199 Chambers Street,Chambers Street,West Street & Greenwich Street,Manhattan,101,Not Applicable,Not Applicable,40.716838,-74.012117,AE,,1
POINT (-73.9490115722626 40.66617275078071),3,Brooklyn,309,35,43,20,9,2635,1513,Municipal Facilities,backed,07/28/2014,330 Crown Street,330 Crown Street,Crown Street,Nostrand Avenue & New York Avenue,Brooklyn,309,Not Applicable,Not Applicable,40.666181,-73.949013,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8625749634915 40.74953406636619),4,Queens,404,21,39,13,14,1342,379,Plaza,backless 2,06/01/2018,103-12 Roosevelt Avenue,103-12 Roosevelt Avenue,Roosevelt Avenue,104th and National Streets,Queens,404,Q20A,Not Applicable,40.7495340664,-73.8625749635,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.11405752235308 40.629182763779134),5,Staten Island,501,49,61,24,11,1679,33,Bus Route,backless,01/29/2013,738 Forest Avenue,738 Forest Avenue,Forest Avenue,N. Burghar Avenue & Broadway,Staten Island,501,S48,Not Applicable,40.629191,-74.114059,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.01256154936202 40.70837874484886),1,Manhattan,101,1,65,26,10,1529,930,General,backless,01/13/2014,74 Trinity Place,74 Trinity Place,Trinity Place,Rector and Thames,Manhattan,101,M05,Alliance for Downtown New York,40.708387,-74.012563,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-74.00231655472199 40.67601575073184),3,Brooklyn,306,38,51,25,7,2385,554,Senior Center,backed,02/19/2015,110 W. 9th Street,110 W. 9th Street,W 9th Street,Gowanus Expressway & Henry Street,Brooklyn,306,Not Applicable,Not Applicable,40.676024,-74.002318,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,1
POINT (-73.86248160002219 40.66799774724392),3,Brooklyn,305,42,60,19,8,3493,2352,Bus Route,backless,02/13/2017,902 Eldert Lane,902 Eldert Lane,Eldert Lane,Loring Avenue & Linden Boulevard,Brooklyn,305,B13,Not Applicable,40.668006,-73.862483,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.88742758771748 40.73770973455666),4,Queens,404,25,39,16,6,3307,2347,Municipal Facilities,backed,06/07/2016,50-40 Jacobus Street,50-40 Jacobus Street,Jacobus Street,51st Avenue & Queens Boulevard,Queens,404,Not Applicable,Not Applicable,40.737718,-73.887429,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-74.00709255610161 40.63398775932307),3,Brooklyn,312,38,49,17,7,3786,148,Bus Route,backed 2,07/03/2017,900 60th Street,900 60th Street,60th Street,9th Avenue & Fort Hamilton Pkwy.,Brooklyn,312,B9,Not Applicable,40.633996,-74.007094,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89972057523393 40.87323070825845),2,Bronx,208,14,81,33,13,4149,655,General,backed 2,04/04/2019,2865 Claflin Avenue,2865 Claflin Avenue,Claflin Avenue,W 179 Street & Reservoir Avenue,Bronx,208,Not Applicable,Not Applicable,40.873239,-73.899722,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95306756133887 40.82282272055922),1,Manhattan,109,7,70,31,13,1638,481,Senior Center,backless,03/08/2013,3424 Broadway,3424 Broadway,Broadway,139th Street & 140th Street,Manhattan,109,M04,Not Applicable,40.822831,-73.953069,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.02501155048309 40.62076876195449),3,Brooklyn,310,43,46,22,11,3924,507,Bus Route,backless 2,01/12/2018,555 86th Street,555 86th Street,86th Street,Fort Hamilton Parkway & 5th avenue,Brooklyn,310,B1,86th Street Bay Ridge,40.620777,-74.025013,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92350958150332 40.65252475271263),3,Brooklyn,317,41,58,20,9,3713,89,Bus Route,backless 2,05/20/2017,5713 Church Avenue,5758 Kings Highway,Kings Highway,Kings Highway & E 57th Street,Brooklyn,317,B7,Not Applicable,40.652533,-73.923511,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.95627956286083 40.77979172876318),1,Manhattan,108,4,73,28,12,4201,271,Bus Route,backed 2,11/21/2018,123 East 86th Street,123 East 86th Street,East 86th Street,Park Avenue & Lexington Avenue,Manhattan,108,M86,Not Applicable,40.7798,-73.956281,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.75410763964777 40.59600275744432),4,Queens,414,31,23,10,5,3599,2332,General,backless,12/09/2016,233 Beach 20th Street,233 Beach 20th Street,Beach 20th Street,Plainview Avenue & Seagirt Blvd,Queens,414,Q22,Not Applicable,40.596011,-73.754109,X,AREA OF MINIMAL FLOOD HAZARD,1
POINT (-73.95552025586079 40.68043124355823),3,Brooklyn,303,36,57,25,8,1106,224,General,backed,09/27/2012,537 Franklin Avenue,537 Franklin Avenue,Franklin Avenue,Fulton Street and Lefferts Place,Brooklyn,303,Not Applicable,Not Applicable,40.6804312436,-73.9555202559,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96673756635245 40.68263974852987),3,Brooklyn,302,35,57,25,8,2050,660,General,backed,07/09/2013,520 Clinton Avenue,520 Clinton Avenue,Clinton Avenue,Atlantic Avenue and Fulton Street,Brooklyn,302,Not Applicable,Not Applicable,40.682648,-73.966739,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96175268639941 40.68268968737077),3,Brooklyn,302,35,57,25,8,1534,101,Plaza,backless,04/01/2012,19 Putnam Avenue,19 Putnam Avenue,Plaza,Fulton Street & Grand Avenue,Brooklyn,302,Not Applicable,Fulton Area Business (FAB) Alliance,40.6826896874,-73.9617526864,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.00450755224702 40.71333874320996),1,Manhattan,101,1,66,26,10,3502,2304,General,backed,09/15/2016,23 Chambers Street,23 Chambers Street,Centre Street,Centre Street & Elk Street,Manhattan,101,M22,Not Applicable,40.713347,-74.004509,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.94344157138985 40.708870742317266),3,Brooklyn,301,34,53,18,7,2409,1025,Senior Center,backed,03/26/2014,202 Graham Avenue,202 Graham Avenue,Graham Avenue,Scholes Street and Maujer Street,Brooklyn,301,Not Applicable,Not Applicable,40.708879,-73.943443,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88835958291928 40.81728271869876),2,Bronx,202,17,85,32,15,1780,349,General,backed,02/04/2013,830 Hunts Point Avenue,830 Hunts Point Avenue,Hunts Point Avenue,Lafayette Avenue & Gilbert Place,Bronx,202,Not Applicable,Not Applicable,40.817291,-73.888361,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95378257170317 40.66282075180611),3,Brooklyn,309,40,43,20,9,3485,901,General,backed,08/01/2016,406 Rogers Avenue,406 Rogers Avenue,Rogers Avenue,Lefferts Avenue & Sterling Street,Brooklyn,309,Not Applicable,Not Applicable,40.662829,-73.953784,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.75318163904649 40.60298875595709),4,Queens,414,31,23,10,5,2446,1866,Plaza,backed,12/09/2015,10-31 Beach 20th Street,10-31 Beach 20th Street,Plaza,Beach 20th & Beach 21st Street,Queens,414,Not Applicable,Not Applicable,40.602997,-73.753183,X,AREA OF MINIMAL FLOOD HAZARD,1
POINT (-73.9557525709864 40.64876475444096),3,Brooklyn,317,40,42,21,9,3273,1774,Municipal Facilities,backed,06/09/2016,2263 Bedford Avenue,2263 Bedford Avenue,Bedford Avenue,Snyder Avenue & Erasmus Street,Brooklyn,317,Not Applicable,Not Applicable,40.648773,-73.955754,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.87241959216391 40.75316873142538),4,Queens,403,21,34,13,14,3942,691,Senior Safety,backed 2,02/06/2018,95-12A 35th Avenue,95-12A 35th Avenue,35th Avenue,95th Street & Junction Blvd,Queens,403,Not Applicable,Not Applicable,40.753177,-73.872421,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8625749634915 40.74953406636619),4,Queens,404,21,39,13,14,1342,0,Plaza,backed 2,06/01/2018,103-12 Roosevelt Avenue,103-12 Roosevelt Avenue,Roosevelt Avenue,104th and National Streets,Queens,404,Q20A,Not Applicable,40.7495340664,-73.8625749635,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9590936131341 40.70914833683308),3,Brooklyn,301,34,50,18,7,4255,565,Bus Route,backed 2,05/30/2019,225 Havemeyer Street,225 Havemeyer Street,Havemeyer Street,Broadway and S 5th Street,Brooklyn,301,B46,Not Applicable,40.7091483368,-73.9590936131,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92414957450808 40.76818472970373),4,Queens,401,22,36,12,12,2441,925,Health Care Facilities,backless,05/07/2014,27-15 30th Avenue,27-15 30th Avenue,30th Avenue,27th Street and 29th Street,Queens,401,Q102,Not Applicable,40.768193,-73.924151,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.00112355489817 40.688309748269134),3,Brooklyn,306,39,52,26,7,3109,1932,General,backed,05/22/2015,100 Columbia Street,100 Columbia Street,Columbia Street,Kane Street and Degraw Street,Brooklyn,306,Not Applicable,Not Applicable,40.688318,-74.001125,X,AREA OF MINIMAL FLOOD HAZARD,2
